ages,accident_damages,Insurance,service_repairs,Name,Price,Mileage,fuel_capacity,wheelbase,dirver_leg_room,dirver_head_room,cargo_capacity,curb_weight,towing_capacity,drive_type_text,transmission_text,torque_num,torque_rpm,dimension_L,dimension_W,dimension_H,mile_per_gallon_city,mile_per_gallon_hwy,engine_cly,engine_fuel,engine_L,color_ext,color_int,torque
3 year(s),,Null,,2020 Toyota Corolla LE,"$21,998*",20K miles,13.2 gal,"106.3""","42""","38.3""",Null,"2,955 lbs",Null,Front Wheel Drive,Automatic,126,3900,"182.3"" L "," 70.1"" W "," 56.5"" H",30 city,38 hwy,4-cyl, Gas, 1.8L,Silver,Gray,323.0769230769231
2 year(s),No Accidents or Damage Reported,Null,,2021 Toyota Camry SE,"$25,998*",62K miles,15.8 gal,"111.2""","42.1""","38.3""",Null,"3,340 lbs",Null,Front Wheel Drive,Automatic,184,5000,"192.7"" L "," 72.4"" W "," 56.9"" H",28 city,39 hwy,4-cyl, Gas, 2.5L,Black,Black,368.0
1 year(s),No Accidents or Damage Reported,Null,,2022 Toyota Camry Hybrid XSE,"$37,998*",19K miles,13.2 gal,"111.2""","42.1""","38.3""",Null,"3,580 lbs",Null,Front Wheel Drive,Automatic,163,5200,"192.7"" L "," 72.4"" W "," 56.9"" H",44 city,47 hwy,4-cyl, Hybrid, 2.5L,White,Red,313.46153846153845
1 year(s),No Accidents or Damage Reported,Null,,2022 Toyota Camry SE,"$26,998*",28K miles,15.8 gal,"111.2""","42.1""","38.3""",Null,"3,340 lbs",Null,Front Wheel Drive,Automatic,184,5000,"192.7"" L "," 72.4"" W "," 56.9"" H",28 city,39 hwy,4-cyl, Gas, 2.5L,White,Gray,368.0
4 year(s),,Null,1 Service Record(s) Reported,2019 Nissan Sentra S,"$19,998*",27K miles,13.2 gal,"106.3""","42.5""","39.4""",Null,"2,909 lbs",Null,Front Wheel Drive,Automatic,125,3600,"182.1"" L "," 69.3"" W "," 58.9"" H",27 city,35 hwy,4-cyl, Gas, 1.8L,Black,Black,347.22222222222223
Current Year,No Accidents or Damage Reported,Null,,2023 Hyundai Elantra N,"$33,998*",17K miles,12.4 gal,"107.1""","42.3""","39.9""",Null,"3,296 lbs",Null,Front Wheel Drive,Automatic,289,2100,"184.1"" L "," 71.9"" W "," 55.7"" H",20 city,30 hwy,4-cyl, Turbo Gas, 2.0L,Blue,Black,1376.1904761904761
4 year(s),No Accidents or Damage Reported,Null,,2019 Nissan Maxima Platinum,"$31,998*",33K miles,18 gal,"109.3""","45""","38.9""",Null,"3,676 lbs",Null,Front Wheel Drive,Automatic,261,4400,"192.8"" L "," 73.2"" W "," 56.5"" H",20 city,30 hwy,6-cyl, Gas, 3.5L,Blue,Brown,593.1818181818181
1 year(s),,Null,,2022 Hyundai Sonata SE,"$21,998*",50K miles,14.8 gal,"111.8""","46.1""","40""",Null,"3,120 lbs",Null,Front Wheel Drive,Automatic,181,4000,"192.9"" L "," 73.2"" W "," 56.9"" H",28 city,38 hwy,4-cyl, Gas, 2.5L,Gray,Black,452.5
4 year(s),No Accidents or Damage Reported,Null,11 Service Record(s) Reported,2019 Mercedes-Benz A220,"$28,998*",34K miles,13 gal,"107.4""","41.8""","40.3""",Null,"3,417 lbs",Null,All Wheel Drive,Automatic,221,1600,"179.1"" L "," 70.7"" W "," 56.9"" H",24 city,35 hwy,4-cyl, Turbo Gas, 2.0L,White,Black,1381.25
1 year(s),No Accidents or Damage Reported,Null,1 Service Record(s) Reported,2022 Kia Forte GT,"$25,998*",18K miles,14 gal,"106.3""","42.2""","38.8""",Null,"3,079 lbs",Null,Front Wheel Drive,Automatic,195,1500,"182.7"" L "," 70.9"" W "," 56.5"" H",27 city,35 hwy,4-cyl, Turbo Gas, 1.6L,Gray,Black,1300.0
6 year(s),No Accidents or Damage Reported,Null,17 Service Record(s) Reported,2017 Kia Forte LX,"$13,599*",124K miles,13.2 gal,"106.3""","42.2""","39.1""",Null,"2,804 lbs",Null,Front Wheel Drive,Automatic,132,4500,"179.5"" L "," 70.1"" W "," 56.3"" H",29 city,38 hwy,4-cyl, Gas, 2.0L,White,Black,293.3333333333333
4 year(s),No Accidents or Damage Reported,Null,,2019 Honda Accord Touring,"$29,998*",17K miles,14.8 gal,"111.4""","42.3""","37.5""",Null,"3,428 lbs",Null,Front Wheel Drive,Automatic,273,1500,"192.2"" L "," 73.3"" W "," 57.1"" H",22 city,32 hwy,4-cyl, Turbo Gas, 2.0L,Silver,Gray,1820.0
2 year(s),,Null,,2021 Toyota Corolla LE,"$19,998*",55K miles,13.2 gal,"106.3""","42""","38.3""",Null,"2,955 lbs",Null,Front Wheel Drive,Automatic,126,3900,"182.3"" L "," 70.1"" W "," 56.5"" H",Null,Null,4-cyl, Gas, 1.8L,Black,Black,323.0769230769231
4 year(s),,Null,,2019 Volkswagen Arteon SEL,"$26,998*",32K miles,17.4 gal,"111.9""","41.2""","37.7""",Null,"3,854 lbs",Null,All Wheel Drive,Automatic,258,1950,"191.4"" L "," 73.7"" W "," 56.5"" H",20 city,27 hwy,4-cyl, Turbo Gas, 2.0L,White,Black,1323.076923076923
5 year(s),Multiple Damage Events,Null,2 Service Record(s) Reported,2018 BMW 330 I,"$23,998*",46K miles,15.8 gal,"110.6""","42""","40.3""",Null,"3,410 lbs",Null,Rear Wheel Drive,Automatic,258,1450,"182.5"" L "," 71.3"" W "," 56.3"" H",24 city,34 hwy,4-cyl, Turbo Gas, 2.0L,Red,Gray,1779.3103448275863
6 year(s),,Null,,2017 Hyundai Sonata Sport,"$18,998*",79K miles,18.5 gal,"110.4""","45.5""","40.4""",Null,"3,311 lbs",Null,Front Wheel Drive,Automatic,178,4000,"191.1"" L "," 73.4"" W "," 58.1"" H",25 city,35 hwy,4-cyl, Gas, 2.4L,Black,Black,445.0
4 year(s),,Null,,2019 Acura TLX,"$28,998*",26K miles,17.2 gal,"109.3""","42.6""","37.2""",Null,"3,765 lbs",Null,All Wheel Drive,Automatic,267,4500,"191.5"" L "," 73"" W "," 57"" H",20 city,29 hwy,6-cyl, Gas, 3.5L,Gray,Black,593.3333333333334
Current Year,No Accidents or Damage Reported,Null,,2023 Honda Accord Hybrid Sport-L,"$34,998*",11K miles,12.8 gal,"111.4""","42.3""","37.5""",Null,"3,488 lbs",Null,Front Wheel Drive,Automatic,134,4500,"195.7"" L "," 73.3"" W "," 57.1"" H",46 city,41 hwy,4-cyl, Hybrid, 2.0L,Gray,Black,297.77777777777777
7 year(s),,Null,,2016 Buick LaCrosse 1SB,"$22,998*",16K miles,18.5 gal,"111.7""","41.7""","38.0""",Null,"3,895 lbs",Null,Front Wheel Drive,Automatic,264,5300,"196.9"" L "," 73.1"" W "," 59.2"" H",18 city,28 hwy,6-cyl, Gas, 3.6L,Gold,Tan,498.11320754716985
4 year(s),No Accidents or Damage Reported,Null,,2019 Volkswagen Jetta S,"$19,998*",26K miles,13.2 gal,"105.7""","41.1""","38.5""",Null,"2,888 lbs",Null,Front Wheel Drive,Manual 6 Speed,184,1400,"185.1"" L "," 70.8"" W "," 57.4"" H",30 city,40 hwy,4-cyl, Turbo Gas, 1.4L,Silver,Black,1314.2857142857142
Current Year,No Accidents or Damage Reported,Null,,2023 Honda Civic Sport,"$29,998*",3K miles,12.4 gal,"107.7""","42.3""","39.3""",Null,"2,935 lbs",Null,Front Wheel Drive,Automatic,138,4200,"183.3"" L "," 70.9"" W "," 55.7"" H",Null,Null,4-cyl, Gas, 2.0L,Red,Black,328.57142857142856
4 year(s),No Accidents or Damage Reported,Null,,2019 Mercedes-Benz C300,"$24,998*",47K miles,17.4 gal,"111.8""","41.7""","37.1""",Null,"3,472 lbs",Null,Rear Wheel Drive,Automatic,273,1800,"184.5"" L "," 71.3"" W "," 56.8"" H",23 city,34 hwy,4-cyl, Turbo Gas, 2.0L,White,Tan,1516.6666666666667
5 year(s),,Null,1 Service Record(s) Reported,2018 Chevrolet Impala LT,"$26,998*",22K miles,18.5 gal,"111.70""","45.80""","39.90""",Null,Null,Null,Front Wheel Drive,Automatic,264,5200,"201.30"" L "," 73.00"" W "," 58.90"" H",28 hwy,,6-cyl, Gas, 3.6L,Blue,Black,507.6923076923077
5 year(s),No Accidents or Damage Reported,Null,1 Service Record(s) Reported,2018 Toyota Corolla LE,"$19,998*",36K miles,13.2 gal,"106.3""","42.3""","38.3""",Null,"2,870 lbs",Null,Front Wheel Drive,Automatic,128,4400,"183.1"" L "," 69.9"" W "," 57.3"" H",28 city,36 hwy,4-cyl, Gas, 1.8L,Gray,Black,290.90909090909093
4 year(s),,Null,,2019 Hyundai Elantra SE,"$18,998*",43K miles,14 gal,"106.3""","42.2""","40.3""",Null,"2,844 lbs",Null,Front Wheel Drive,Automatic,132,4500,"181.9"" L "," 70.9"" W "," 56.5"" H",29 city,38 hwy,4-cyl, Gas, 2.0L,White,Black,293.3333333333333
1 year(s),No Accidents or Damage Reported,Null,,2022 Kia Forte LXS,"$19,998*",16K miles,14 gal,"106.3""","42.2""","38.8""",Null,"2,908 lbs",Null,Front Wheel Drive,Automatic,132,4500,"182.7"" L "," 70.9"" W "," 56.5"" H",29 city,39 hwy,4-cyl, Gas, 2.0L,Black,Black,293.3333333333333
9 year(s),,Null,,2014 Kia Optima LX,"$13,998*",123K miles,18.5 gal,"110""","45.5""","40""",Null,"3,237 lbs",Null,Front Wheel Drive,Automatic,181,4250,"190.7"" L "," 72.1"" W "," 57.1"" H",23 city,34 hwy,4-cyl, Gas, 2.4L,Silver,Gray,425.88235294117646
1 year(s),No Accidents or Damage Reported,Null,,2022 Nissan Sentra SR,"$23,998*",19K miles,12.4 gal,"106.8""","44""","38.9""",Null,"3,084 lbs",Null,Front Wheel Drive,Automatic,146,4400,"182.7"" L "," 71.5"" W "," 57"" H",Null,Null,4-cyl, Gas, 2.0L,Red,Black,331.8181818181818
5 year(s),,Null,,2018 Hyundai Elantra SE,"$17,998*",18K miles,14 gal,"106.3""","42.2""","38.8""",Null,"2,811 lbs",Null,Front Wheel Drive,Automatic,132,4500,"179.9"" L "," 70.9"" W "," 56.5"" H",29 city,38 hwy,4-cyl, Gas, 2.0L,Black,Gray,293.3333333333333
8 year(s),No Accidents or Damage Reported,Null,,2015 Kia Forte LX,"$12,998*",76K miles,13.2 gal,"106.3""","42.2""","39.1""",Null,"2,804 lbs",Null,Front Wheel Drive,Manual 6 Speed,130,4700,"179.5"" L "," 70.1"" W "," 56.3"" H",25 city,37 hwy,4-cyl, Gas, 1.8L,Silver,Gray,276.59574468085106
10 year(s),No Accidents or Damage Reported,Null,2 Service Record(s) Reported,2013 Hyundai Sonata Limited,"$14,599*",118K miles,18.5 gal,"110.0""","45.5""","38.1""",Null,"3,316 lbs",Null,Front Wheel Drive,Automatic,179,4250,"189.8"" L "," 72.2"" W "," 57.9"" H",24 city,35 hwy,4-cyl, Gas, 2.4L,Blue,Tan,421.1764705882353
10 year(s),No Accidents or Damage Reported,Null,,2013 Mazda Mazda3 I SV,"$12,998*",113K miles,14.5 gal,"103.9""","42.0""","38.9""",Null,"2,929 lbs",Null,Front Wheel Drive,Automatic,135,4500,"180.9"" L "," 69.1"" W "," 57.9"" H",24 city,33 hwy,4-cyl, Gas, 2.0L,Silver,Black,300.0
8 year(s),No Accidents or Damage Reported,Null,14 Service Record(s) Reported,2015 BMW 328 XI,"$18,998*",83K miles,15.8 gal,"110.6""","42""","40.3""",Null,"3,595 lbs",Null,All Wheel Drive,Automatic,255,1250,"182.5"" L "," 71.3"" W "," 56.5"" H",22 city,33 hwy,4-cyl, Turbo Gas, 2.0L,Gray,Black,2039.9999999999998
6 year(s),No Accidents or Damage Reported,Null,10 Service Record(s) Reported,2017 Hyundai Elantra SE,"$14,998*",89K miles,14 gal,"106.3""","42.2""","38.8""",Null,"2,812 lbs",Null,Front Wheel Drive,Automatic,132,4500,"179.9"" L "," 70.9"" W "," 56.5"" H",29 city,38 hwy,4-cyl, Gas, 2.0L,Silver,Gray,293.3333333333333
3 year(s),No Accidents or Damage Reported,Null,,2020 Kia Forte LXS,"$14,599*",101K miles,14 gal,"106.3""","42.2""","38.8""",Null,"2,762 lbs",Null,Front Wheel Drive,Automatic,132,4500,"182.7"" L "," 70.9"" W "," 56.5"" H",29 city,40 hwy,4-cyl, Gas, 2.0L,Gray,Black,293.3333333333333
